Iteration,Classes_Dep_Var,Num_Ind_Vars,Num_Categorical_Vars,Classes_Ind_Vars,Sample_Size,Model,Hyperparameter_1,Hyperparameter_2,Hyperparameter_3,Misclassification,Accuracy,Precision,Recall,F1_Score
1,2,3,2,3,500,ANN,2,15.0,SGD,0.09333333333333338,0.9066666666666666,0.9078267070779104,0.9066666666666666,0.9066002490660023
1,2,3,2,3,500,ANN,2,15.0,Adam,0.15333333333333332,0.8466666666666667,0.861111111111111,0.8466666666666667,0.845117845117845
1,2,3,2,3,500,ANN,2,15.0,RMSprop,0.30000000000000004,0.7,0.8125,0.7,0.6703296703296703
1,2,3,2,3,1000,LogisticRegression,logit,,,0.08999999999999997,0.91,0.9100182230321346,0.91,0.9099989999888887
1,2,3,2,3,1000,LogisticRegression,probit,,,0.08999999999999997,0.91,0.9100182230321346,0.91,0.9099989999888887
1,2,3,2,3,1000,DecisionTree,entropy,0.05,0.1,0.17333333333333334,0.8266666666666667,0.8267247510668563,0.8266666666666667,0.8266589626205609
1,2,3,2,3,1000,DecisionTree,entropy,0.05,0.2,0.17333333333333334,0.8266666666666667,0.8267247510668563,0.8266666666666667,0.8266589626205609
1,2,3,2,3,1000,DecisionTree,entropy,0.1,0.1,0.15666666666666662,0.8433333333333334,0.8433485932708119,0.8433333333333334,0.8433315925732509
1,2,3,2,3,1000,DecisionTree,entropy,0.1,0.2,0.15666666666666662,0.8433333333333334,0.8433485932708119,0.8433333333333334,0.8433315925732509
1,2,3,2,3,1000,DecisionTree,gini,0.05,0.1,0.16666666666666663,0.8333333333333334,0.8335705390499911,0.8333333333333334,0.8333036984352774
1,2,3,2,3,1000,DecisionTree,gini,0.05,0.2,0.16666666666666663,0.8333333333333334,0.8335705390499911,0.8333333333333334,0.8333036984352774
1,2,3,2,3,1000,DecisionTree,gini,0.1,0.1,0.15333333333333332,0.8466666666666667,0.8472222222222223,0.8466666666666667,0.8466053087901828
1,2,3,2,3,1000,DecisionTree,gini,0.1,0.2,0.15333333333333332,0.8466666666666667,0.8472222222222223,0.8466666666666667,0.8466053087901828
1,2,3,2,3,1000,DecisionTree,f_test,0.05,0.1,0.3766666666666667,0.6233333333333333,0.6380665704761431,0.6233333333333333,0.6130092809278644
1,2,3,2,3,1000,DecisionTree,f_test,0.05,0.2,0.3766666666666667,0.6233333333333333,0.6380665704761431,0.6233333333333333,0.6130092809278644
1,2,3,2,3,1000,DecisionTree,f_test,0.1,0.1,0.3766666666666667,0.6233333333333333,0.6367601399635306,0.6233333333333333,0.6138556344044378
1,2,3,2,3,1000,DecisionTree,f_test,0.1,0.2,0.3766666666666667,0.6233333333333333,0.6367601399635306,0.6233333333333333,0.6138556344044378
1,2,3,2,3,1000,RandomForest,entropy,0.05,0.1,0.32999999999999996,0.67,0.7921854709342296,0.67,0.6314724969289375
1,2,3,2,3,1000,RandomForest,entropy,0.05,0.2,0.3633333333333333,0.6366666666666667,0.6929230190099754,0.6366666666666667,0.6080969330888434
1,2,3,2,3,1000,RandomForest,entropy,0.1,0.1,0.15000000000000002,0.85,0.8569971440228477,0.85,0.8492613807657522
1,2,3,2,3,1000,RandomForest,entropy,0.1,0.2,0.15333333333333332,0.8466666666666667,0.8591821698286977,0.8466666666666667,0.8453192252510762
1,2,3,2,3,1000,RandomForest,gini,0.05,0.1,0.27,0.73,0.8122925592903264,0.73,0.7109585945212975
1,2,3,2,3,1000,RandomForest,gini,0.05,0.2,0.33999999999999997,0.66,0.7791563275434242,0.66,0.6193840489576595
1,2,3,2,3,1000,RandomForest,gini,0.1,0.1,0.32666666666666666,0.6733333333333333,0.7181696128887893,0.6733333333333333,0.6556409295352325
1,2,3,2,3,1000,RandomForest,gini,0.1,0.2,0.2733333333333333,0.7266666666666667,0.7852987245468784,0.7266666666666667,0.7118628185907047
1,2,3,2,3,1000,RandomForest,f_test,0.05,0.1,0.2466666666666667,0.7533333333333333,0.8015873015873016,0.7533333333333333,0.7430555555555555
1,2,3,2,3,1000,RandomForest,f_test,0.05,0.2,0.21999999999999997,0.78,0.8376929674099485,0.78,0.7701843168206509
1,2,3,2,3,1000,RandomForest,f_test,0.1,0.1,0.21333333333333337,0.7866666666666666,0.8330923362941541,0.7866666666666666,0.7789648185669552
1,2,3,2,3,1000,RandomForest,f_test,0.1,0.2,0.25,0.75,0.799536716545077,0.75,0.7392181179661331
1,2,3,2,3,1000,ANN,1,3.0,SGD,0.1266666666666667,0.8733333333333333,0.8776299226757778,0.8733333333333333,0.8729720092708149
1,2,3,2,3,1000,ANN,1,3.0,Adam,0.13666666666666671,0.8633333333333333,0.8680608707397236,0.8633333333333333,0.8628930677397421
1,2,3,2,3,1000,ANN,1,3.0,RMSprop,0.11333333333333329,0.8866666666666667,0.8900645624103299,0.8866666666666667,0.8864193131709055
1,2,3,2,3,1000,ANN,1,15.0,SGD,0.1166666666666667,0.8833333333333333,0.8862343826966995,0.8833333333333333,0.8831138471129121
1,2,3,2,3,1000,ANN,1,15.0,Adam,0.13,0.87,0.8728001432985536,0.87,0.8697554296401021
1,2,3,2,3,1000,ANN,1,15.0,RMSprop,0.12,0.88,0.8855519480519479,0.88,0.8795664391810518
1,2,3,2,3,1000,ANN,2,3.0,SGD,0.1266666666666667,0.8733333333333333,0.8776299226757778,0.8733333333333333,0.8729720092708149
1,2,3,2,3,1000,ANN,2,3.0,Adam,0.09999999999999998,0.9,0.9017857142857143,0.9,0.899888765294772
1,2,3,2,3,1000,ANN,2,3.0,RMSprop,0.5,0.5,0.25,0.5,0.3333333333333333
1,2,3,2,3,1000,ANN,2,15.0,SGD,0.11333333333333329,0.8866666666666667,0.8877696559101445,0.8866666666666667,0.886586016723003
1,2,3,2,3,1000,ANN,2,15.0,Adam,0.10666666666666669,0.8933333333333333,0.8958668813741277,0.8933333333333333,0.893162393162393
1,2,3,2,3,1000,ANN,2,15.0,RMSprop,0.21666666666666667,0.7833333333333333,0.8273427471116817,0.7833333333333333,0.7757976430008623
1,2,3,2,3,10000,LogisticRegression,logit,,,0.1236666666666667,0.8763333333333333,0.8766147063650667,0.8763333333333333,0.8763102308331144
1,2,3,2,3,10000,LogisticRegression,probit,,,0.1236666666666667,0.8763333333333333,0.8766147063650667,0.8763333333333333,0.8763102308331144
1,2,3,2,3,10000,DecisionTree,entropy,0.05,0.1,0.1273333333333333,0.8726666666666667,0.8729876017764618,0.8726666666666667,0.8726392699585155
1,2,3,2,3,10000,DecisionTree,entropy,0.05,0.2,0.1273333333333333,0.8726666666666667,0.8729876017764618,0.8726666666666667,0.8726392699585155
1,2,3,2,3,10000,DecisionTree,entropy,0.1,0.1,0.1246666666666667,0.8753333333333333,0.8756278255485634,0.8753333333333333,0.8753088938765331
1,2,3,2,3,10000,DecisionTree,entropy,0.1,0.2,0.1246666666666667,0.8753333333333333,0.8756278255485634,0.8753333333333333,0.8753088938765331
1,2,3,2,3,10000,DecisionTree,gini,0.05,0.1,0.1316666666666667,0.8683333333333333,0.8690262826863776,0.8683333333333333,0.868271494118072
1,2,3,2,3,10000,DecisionTree,gini,0.05,0.2,0.1316666666666667,0.8683333333333333,0.8690262826863776,0.8683333333333333,0.868271494118072
1,2,3,2,3,10000,DecisionTree,gini,0.1,0.1,0.1263333333333333,0.8736666666666667,0.8741697170640528,0.8736666666666667,0.8736241903528686
1,2,3,2,3,10000,DecisionTree,gini,0.1,0.2,0.1263333333333333,0.8736666666666667,0.8741697170640528,0.8736666666666667,0.8736241903528686
1,2,3,2,3,10000,DecisionTree,f_test,0.05,0.1,0.45533333333333337,0.5446666666666666,0.6233437572103938,0.5446666666666666,0.4582801704104116
1,2,3,2,3,10000,DecisionTree,f_test,0.05,0.2,0.45533333333333337,0.5446666666666666,0.6233437572103938,0.5446666666666666,0.4582801704104116
1,2,3,2,3,10000,DecisionTree,f_test,0.1,0.1,0.5,0.5,0.25,0.5,0.3333333333333333
1,2,3,2,3,10000,DecisionTree,f_test,0.1,0.2,0.5,0.5,0.25,0.5,0.3333333333333333
1,2,3,2,3,10000,RandomForest,entropy,0.05,0.1,0.28633333333333333,0.7136666666666667,0.7841327170179982,0.7136666666666667,0.6947402573634585
1,2,3,2,3,10000,RandomForest,entropy,0.05,0.2,0.2336666666666667,0.7663333333333333,0.7898188348146296,0.7663333333333333,0.7615016482243441
1,2,3,2,3,10000,RandomForest,entropy,0.1,0.1,0.1246666666666667,0.8753333333333333,0.8770769370904395,0.8753333333333333,0.8751890518773034
1,2,3,2,3,10000,RandomForest,entropy,0.1,0.2,0.262,0.738,0.7465923742862406,0.738,0.7356976327116211
1,2,3,2,3,10000,RandomForest,gini,0.05,0.1,0.2653333333333333,0.7346666666666667,0.7372325741890959,0.7346666666666667,0.7339472600578631
1,2,3,2,3,10000,RandomForest,gini,0.05,0.2,0.249,0.751,0.8041406753619394,0.751,0.7396266308627143
1,2,3,2,3,10000,RandomForest,gini,0.1,0.1,0.23199999999999998,0.768,0.7681072428971588,0.768,0.767976797679768
1,2,3,2,3,10000,RandomForest,gini,0.1,0.2,0.29233333333333333,0.7076666666666667,0.7140482537373123,0.7076666666666667,0.705471414215219
1,2,3,2,3,10000,RandomForest,f_test,0.05,0.1,0.2663333333333333,0.7336666666666667,0.7646173730931317,0.7336666666666667,0.7256442295839305
1,2,3,2,3,10000,RandomForest,f_test,0.05,0.2,0.15533333333333332,0.8446666666666667,0.8449119373776909,0.8446666666666667,0.8446390469416785
1,2,3,2,3,10000,RandomForest,f_test,0.1,0.1,0.366,0.634,0.6340860534494137,0.6339999999999999,0.6339412679100958
1,2,3,2,3,10000,RandomForest,f_test,0.1,0.2,0.20233333333333337,0.7976666666666666,0.8241835873800013,0.7976666666666666,0.7934427780346982
1,2,3,2,3,10000,ANN,1,3.0,SGD,0.1273333333333333,0.8726666666666667,0.8731502694158295,0.8726666666666667,0.8726253972953903
1,2,3,2,3,10000,ANN,1,3.0,Adam,0.1253333333333333,0.8746666666666667,0.8747626058937755,0.8746666666666667,0.8746586448199352
1,2,3,2,3,10000,ANN,1,3.0,RMSprop,0.1273333333333333,0.8726666666666667,0.872746848655444,0.8726666666666667,0.872659818594689
1,2,3,2,3,10000,ANN,1,15.0,SGD,0.1256666666666667,0.8743333333333333,0.8745372480572756,0.8743333333333333,0.8743162263752566
1,2,3,2,3,10000,ANN,1,15.0,Adam,0.1246666666666667,0.8753333333333333,0.8757508342602893,0.8753333333333333,0.8752986940816894
1,2,3,2,3,10000,ANN,1,15.0,RMSprop,0.1266666666666667,0.8733333333333333,0.8735484972677595,0.8733333333333333,0.873315090706395
1,2,3,2,3,10000,ANN,2,3.0,SGD,0.1256666666666667,0.8743333333333333,0.8743814205469058,0.8743333333333333,0.8743292979074551
1,2,3,2,3,10000,ANN,2,3.0,Adam,0.1243333333333333,0.8756666666666667,0.8756748480300237,0.8756666666666667,0.8756659897370552
1,2,3,2,3,10000,ANN,2,3.0,RMSprop,0.1383333333333333,0.8616666666666667,0.8664287750269165,0.8616666666666667,0.8612157566600552
1,2,3,2,3,10000,ANN,2,15.0,SGD,0.1273333333333333,0.8726666666666667,0.8726905188598736,0.8726666666666667,0.8726646293007355
1,2,3,2,3,10000,ANN,2,15.0,Adam,0.14533333333333331,0.8546666666666667,0.8597323375028626,0.8546666666666667,0.8541532211844454
1,2,3,2,3,10000,ANN,2,15.0,RMSprop,0.136,0.864,0.8642097848360656,0.864,0.8639804131794978
1,2,5,0,2,100,LogisticRegression,logit,,,0.09999999999999998,0.9,0.9017857142857143,0.9,0.899888765294772
1,2,5,0,2,100,LogisticRegression,probit,,,0.09999999999999998,0.9,0.9017857142857143,0.9,0.899888765294772
1,2,5,0,2,100,DecisionTree,entropy,0.05,0.1,0.33333333333333337,0.6666666666666666,0.6794258373205742,0.6666666666666666,0.6606334841628959
1,2,5,0,2,100,DecisionTree,entropy,0.05,0.2,0.33333333333333337,0.6666666666666666,0.6794258373205742,0.6666666666666666,0.6606334841628959
1,2,5,0,2,100,DecisionTree,entropy,0.1,0.1,0.33333333333333337,0.6666666666666666,0.6794258373205742,0.6666666666666666,0.6606334841628959
1,2,5,0,2,100,DecisionTree,entropy,0.1,0.2,0.33333333333333337,0.6666666666666666,0.6794258373205742,0.6666666666666666,0.6606334841628959
1,2,5,0,2,100,DecisionTree,gini,0.05,0.1,0.2666666666666667,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333
1,2,5,0,2,100,DecisionTree,gini,0.05,0.2,0.2666666666666667,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333
1,2,5,0,2,100,DecisionTree,gini,0.1,0.1,0.2666666666666667,0.7333333333333333,0.7375565610859728,0.7333333333333333,0.7321428571428572
1,2,5,0,2,100,DecisionTree,gini,0.1,0.2,0.2666666666666667,0.7333333333333333,0.7375565610859728,0.7333333333333333,0.7321428571428572
1,2,5,0,2,100,DecisionTree,f_test,0.05,0.1,0.30000000000000004,0.7,0.7083333333333334,0.7,0.696969696969697
1,2,5,0,2,100,DecisionTree,f_test,0.05,0.2,0.30000000000000004,0.7,0.7083333333333334,0.7,0.696969696969697
1,2,5,0,2,100,DecisionTree,f_test,0.1,0.1,0.2666666666666667,0.7333333333333333,0.7511961722488039,0.7333333333333333,0.7285067873303167
1,2,5,0,2,100,DecisionTree,f_test,0.1,0.2,0.2666666666666667,0.7333333333333333,0.7511961722488039,0.7333333333333333,0.7285067873303167
1,2,5,0,2,100,RandomForest,entropy,0.05,0.1,0.1333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667
1,2,5,0,2,100,RandomForest,entropy,0.05,0.2,0.30000000000000004,0.7,0.725,0.7,0.6914285714285714
1,2,5,0,2,100,RandomForest,entropy,0.1,0.1,0.23333333333333328,0.7666666666666667,0.7678571428571428,0.7666666666666667,0.7664071190211346
1,2,5,0,2,100,RandomForest,entropy,0.1,0.2,0.19999999999999996,0.8,0.8054298642533937,0.8,0.7991071428571428
1,2,5,0,2,100,RandomForest,gini,0.05,0.1,0.23333333333333328,0.7666666666666667,0.8,0.7666666666666667,0.7599999999999999
1,2,5,0,2,100,RandomForest,gini,0.05,0.2,0.2666666666666667,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333
1,2,5,0,2,100,RandomForest,gini,0.1,0.1,0.19999999999999996,0.8,0.8229665071770335,0.8,0.7963800904977376
1,2,5,0,2,100,RandomForest,gini,0.1,0.2,0.30000000000000004,0.7,0.7083333333333334,0.7,0.696969696969697
1,2,5,0,2,100,RandomForest,f_test,0.05,0.1,0.23333333333333328,0.7666666666666667,0.7678571428571428,0.7666666666666667,0.7664071190211346
1,2,5,0,2,100,RandomForest,f_test,0.05,0.2,0.4,0.6,0.619047619047619,0.6,0.5833333333333334
1,2,5,0,2,100,RandomForest,f_test,0.1,0.1,0.30000000000000004,0.7,0.725,0.7,0.6914285714285714
1,2,5,0,2,100,RandomForest,f_test,0.1,0.2,0.2666666666666667,0.7333333333333333,0.826086956521739,0.7333333333333333,0.7129186602870814
1,2,5,0,2,100,ANN,1,3.0,SGD,0.5,0.5,0.25,0.5,0.3333333333333333
1,2,5,0,2,100,ANN,1,3.0,Adam,0.16666666666666663,0.8333333333333334,0.875,0.8333333333333334,0.8285714285714285
1,2,5,0,2,100,ANN,1,3.0,RMSprop,0.1333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667
1,2,5,0,2,100,ANN,1,15.0,SGD,0.1333333333333333,0.8666666666666667,0.8733031674208145,0.8666666666666667,0.8660714285714285
1,2,5,0,2,100,ANN,1,15.0,Adam,0.1333333333333333,0.8666666666666667,0.8947368421052633,0.8666666666666667,0.8642533936651584
1,2,5,0,2,100,ANN,1,15.0,RMSprop,0.2666666666666667,0.7333333333333333,0.7511961722488039,0.7333333333333333,0.7285067873303167
1,2,5,0,2,100,ANN,2,3.0,SGD,0.5,0.5,0.25,0.5,0.3333333333333333
1,2,5,0,2,100,ANN,2,3.0,Adam,0.19999999999999996,0.8,0.8571428571428572,0.8,0.7916666666666666
1,2,5,0,2,100,ANN,2,3.0,RMSprop,0.16666666666666663,0.8333333333333334,0.8472222222222221,0.8333333333333334,0.8316498316498316
1,2,5,0,2,100,ANN,2,15.0,SGD,0.19999999999999996,0.8,0.8229665071770335,0.8,0.7963800904977376
1,2,5,0,2,100,ANN,2,15.0,Adam,0.1333333333333333,0.8666666666666667,0.8947368421052633,0.8666666666666667,0.8642533936651584
1,2,5,0,2,100,ANN,2,15.0,RMSprop,0.30000000000000004,0.7,0.7083333333333334,0.7,0.696969696969697
1,2,5,0,2,500,LogisticRegression,logit,,,0.2466666666666667,0.7533333333333333,0.7544642857142857,0.7533333333333333,0.7530589543937708
1,2,5,0,2,500,LogisticRegression,probit,,,0.2466666666666667,0.7533333333333333,0.7544642857142857,0.7533333333333333,0.7530589543937708
1,2,5,0,2,500,DecisionTree,entropy,0.05,0.1,0.30666666666666664,0.6933333333333334,0.6945786366076222,0.6933333333333334,0.6928418803418804
1,2,5,0,2,500,DecisionTree,entropy,0.05,0.2,0.30666666666666664,0.6933333333333334,0.6945786366076222,0.6933333333333334,0.6928418803418804
1,2,5,0,2,500,DecisionTree,entropy,0.1,0.1,0.28,0.72,0.72,0.72,0.72
1,2,5,0,2,500,DecisionTree,entropy,0.1,0.2,0.28,0.72,0.72,0.72,0.72
1,2,5,0,2,500,DecisionTree,gini,0.05,0.1,0.2666666666666667,0.7333333333333333,0.7334993773349938,0.7333333333333333,0.7332859174964438
1,2,5,0,2,500,DecisionTree,gini,0.05,0.2,0.2666666666666667,0.7333333333333333,0.7334993773349938,0.7333333333333333,0.7332859174964438
1,2,5,0,2,500,DecisionTree,gini,0.1,0.1,0.2533333333333333,0.7466666666666667,0.7468421988969934,0.7466666666666667,0.7466216216216216
1,2,5,0,2,500,DecisionTree,gini,0.1,0.2,0.2533333333333333,0.7466666666666667,0.7468421988969934,0.7466666666666667,0.7466216216216216
1,2,5,0,2,500,DecisionTree,f_test,0.05,0.1,0.28,0.72,0.72,0.72,0.72
1,2,5,0,2,500,DecisionTree,f_test,0.05,0.2,0.28,0.72,0.72,0.72,0.72
1,2,5,0,2,500,DecisionTree,f_test,0.1,0.1,0.28,0.72,0.72,0.72,0.72
1,2,5,0,2,500,DecisionTree,f_test,0.1,0.2,0.28,0.72,0.72,0.72,0.72
1,2,5,0,2,500,RandomForest,entropy,0.05,0.1,0.3666666666666667,0.6333333333333333,0.6345050215208036,0.6333333333333333,0.6325330720235178
1,2,5,0,2,500,RandomForest,entropy,0.05,0.2,0.31333333333333335,0.6866666666666666,0.6893939393939393,0.6866666666666666,0.6855345911949685
1,2,5,0,2,500,RandomForest,entropy,0.1,0.1,0.26,0.74,0.7529985007496252,0.74,0.7366169915807483
1,2,5,0,2,500,RandomForest,entropy,0.1,0.2,0.31333333333333335,0.6866666666666666,0.6866998577524893,0.6866666666666666,0.6866527401217831
1,2,5,0,2,500,RandomForest,gini,0.05,0.1,0.3466666666666667,0.6533333333333333,0.6561085972850679,0.6533333333333333,0.6517857142857143
1,2,5,0,2,500,RandomForest,gini,0.05,0.2,0.3533333333333334,0.6466666666666666,0.6473214285714285,0.6466666666666666,0.646273637374861
1,2,5,0,2,500,RandomForest,gini,0.1,0.1,0.3466666666666667,0.6533333333333333,0.6550980039561229,0.6533333333333333,0.6523444464253878
1,2,5,0,2,500,RandomForest,gini,0.1,0.2,0.28,0.72,0.72,0.72,0.72
1,2,5,0,2,500,RandomForest,f_test,0.05,0.1,0.30000000000000004,0.7,0.7003205128205128,0.7,0.6998799519807923
1,2,5,0,2,500,RandomForest,f_test,0.05,0.2,0.29333333333333333,0.7066666666666667,0.7192982456140351,0.7066666666666667,0.7023809523809524
1,2,5,0,2,500,RandomForest,f_test,0.1,0.1,0.26,0.74,0.77,0.74,0.7325714285714284
1,2,5,0,2,500,RandomForest,f_test,0.1,0.2,0.3866666666666667,0.6133333333333333,0.6816756910800799,0.6133333333333333,0.5731946624803768
1,2,5,0,2,500,ANN,1,3.0,SGD,0.21999999999999997,0.78,0.8038194444444444,0.78,0.7756017951856385
1,2,5,0,2,500,ANN,1,3.0,Adam,0.22666666666666668,0.7733333333333333,0.7900396151669496,0.7733333333333333,0.770021645021645
1,2,5,0,2,500,ANN,1,3.0,RMSprop,0.2666666666666667,0.7333333333333333,0.7777777777777777,0.7333333333333333,0.7222222222222223
1,2,5,0,2,500,ANN,1,15.0,SGD,0.21999999999999997,0.78,0.8038194444444444,0.78,0.7756017951856385
1,2,5,0,2,500,ANN,1,15.0,Adam,0.24,0.76,0.7758913412563667,0.76,0.7564935064935066
1,2,5,0,2,500,ANN,1,15.0,RMSprop,0.22666666666666668,0.7733333333333333,0.7942583732057417,0.7733333333333333,0.7692307692307693
1,2,5,0,2,500,ANN,2,3.0,SGD,0.23333333333333328,0.7666666666666667,0.7943485086342229,0.7666666666666667,0.7610486550452871
1,2,5,0,2,500,ANN,2,3.0,Adam,0.21333333333333337,0.7866666666666666,0.7868706635829923,0.7866666666666666,0.786628733997155
1,2,5,0,2,500,ANN,2,3.0,RMSprop,0.20666666666666667,0.7933333333333333,0.799781976744186,0.7933333333333333,0.7922159167076277
1,2,5,0,2,500,ANN,2,15.0,SGD,0.22666666666666668,0.7733333333333333,0.7900396151669496,0.7733333333333333,0.770021645021645
1,2,5,0,2,500,ANN,2,15.0,Adam,0.24,0.76,0.7693866273715233,0.76,0.7578909612625538
1,2,5,0,2,500,ANN,2,15.0,RMSprop,0.24,0.76,0.7616747181964574,0.76,0.7596153846153846
1,2,5,0,2,1000,LogisticRegression,logit,,,0.20666666666666667,0.7933333333333333,0.7938034188034188,0.7933333333333333,0.793250633586768
1,2,5,0,2,1000,LogisticRegression,probit,,,0.20666666666666667,0.7933333333333333,0.7938034188034188,0.7933333333333333,0.793250633586768
1,2,5,0,2,1000,DecisionTree,entropy,0.05,0.1,0.2866666666666666,0.7133333333333334,0.7133333333333334,0.7133333333333334,0.7133333333333334
1,2,5,0,2,1000,DecisionTree,entropy,0.05,0.2,0.2866666666666666,0.7133333333333334,0.7133333333333334,0.7133333333333334,0.7133333333333334
1,2,5,0,2,1000,DecisionTree,entropy,0.1,0.1,0.2766666666666666,0.7233333333333334,0.7241402381908203,0.7233333333333334,0.7230841090314616
1,2,5,0,2,1000,DecisionTree,entropy,0.1,0.2,0.2766666666666666,0.7233333333333334,0.7241402381908203,0.7233333333333334,0.7230841090314616
1,2,5,0,2,1000,DecisionTree,gini,0.05,0.1,0.28,0.72,0.7225319187196548,0.72,0.7192012836512748
1,2,5,0,2,1000,DecisionTree,gini,0.05,0.2,0.28,0.72,0.7225319187196548,0.72,0.7192012836512748
1,2,5,0,2,1000,DecisionTree,gini,0.1,0.1,0.2733333333333333,0.7266666666666667,0.726827966553994,0.7266666666666667,0.7266180654338549
1,2,5,0,2,1000,DecisionTree,gini,0.1,0.2,0.2733333333333333,0.7266666666666667,0.726827966553994,0.7266666666666667,0.7266180654338549
1,2,5,0,2,1000,DecisionTree,f_test,0.05,0.1,0.3433333333333334,0.6566666666666666,0.7307692307692307,0.6566666666666666,0.626698882512836
1,2,5,0,2,1000,DecisionTree,f_test,0.05,0.2,0.3433333333333334,0.6566666666666666,0.7307692307692307,0.6566666666666666,0.626698882512836
1,2,5,0,2,1000,DecisionTree,f_test,0.1,0.1,0.3433333333333334,0.6566666666666666,0.712721018647034,0.6566666666666666,0.6324535214283166
1,2,5,0,2,1000,DecisionTree,f_test,0.1,0.2,0.3433333333333334,0.6566666666666666,0.712721018647034,0.6566666666666666,0.6324535214283166
1,2,5,0,2,1000,RandomForest,entropy,0.05,0.1,0.2866666666666666,0.7133333333333334,0.7572898799313894,0.7133333333333334,0.7005432007056966
1,2,5,0,2,1000,RandomForest,entropy,0.05,0.2,0.2466666666666667,0.7533333333333333,0.7796310832025117,0.7533333333333333,0.7473942924764462
1,2,5,0,2,1000,RandomForest,entropy,0.1,0.1,0.26,0.74,0.747434017595308,0.74,0.7380323317361516
1,2,5,0,2,1000,RandomForest,entropy,0.1,0.2,0.2533333333333333,0.7466666666666667,0.7467105263157895,0.7466666666666667,0.7466554069069737
1,2,5,0,2,1000,RandomForest,gini,0.05,0.1,0.2533333333333333,0.7466666666666667,0.7543071847507331,0.7466666666666667,0.7447494514352246
1,2,5,0,2,1000,RandomForest,gini,0.05,0.2,0.2633333333333333,0.7366666666666667,0.7487039372285275,0.7366666666666667,0.7334413064750144
1,2,5,0,2,1000,RandomForest,gini,0.1,0.1,0.2733333333333333,0.7266666666666667,0.7336876832844575,0.7266666666666667,0.7245980923380055
1,2,5,0,2,1000,RandomForest,gini,0.1,0.2,0.2566666666666667,0.7433333333333333,0.7481980144158846,0.7433333333333333,0.7420694737547315
1,2,5,0,2,1000,RandomForest,f_test,0.05,0.1,0.31999999999999995,0.68,0.6875,0.68,0.6767676767676768
1,2,5,0,2,1000,RandomForest,f_test,0.05,0.2,0.24,0.76,0.7622847919655668,0.76,0.7594761925972118
1,2,5,0,2,1000,RandomForest,f_test,0.1,0.1,0.28,0.72,0.7257799671592774,0.72,0.7181964573268921
1,2,5,0,2,1000,RandomForest,f_test,0.1,0.2,0.26,0.74,0.7415458937198067,0.74,0.7395833333333334
1,2,5,0,2,1000,ANN,1,3.0,SGD,0.19333333333333336,0.8066666666666666,0.8111471861471862,0.8066666666666666,0.8059681520139168
1,2,5,0,2,1000,ANN,1,3.0,Adam,0.19666666666666666,0.8033333333333333,0.8106367484411269,0.8033333333333333,0.8021705357043064
1,2,5,0,2,1000,ANN,1,3.0,RMSprop,0.19666666666666666,0.8033333333333333,0.8093975248198014,0.8033333333333333,0.8023649214484306
1,2,5,0,2,1000,ANN,1,15.0,SGD,0.18999999999999995,0.81,0.8140335869614156,0.81,0.8093879234430561
1,2,5,0,2,1000,ANN,1,15.0,Adam,0.18999999999999995,0.81,0.8123460660068962,0.81,0.8096425510124567
1,2,5,0,2,1000,ANN,1,15.0,RMSprop,0.18333333333333335,0.8166666666666667,0.8167933840202748,0.8166666666666667,0.8166483314998167
1,2,5,0,2,1000,ANN,2,3.0,SGD,0.5,0.5,0.25,0.5,0.3333333333333333
1,2,5,0,2,1000,ANN,2,3.0,Adam,0.22333333333333338,0.7766666666666666,0.7859308254099491,0.7766666666666666,0.7748428941089491
1,2,5,0,2,1000,ANN,2,3.0,RMSprop,0.19999999999999996,0.8,0.8008557675164913,0.8,0.7998576765700054
1,2,5,0,2,1000,ANN,2,15.0,SGD,0.19666666666666666,0.8033333333333333,0.807280176489127,0.8033333333333333,0.8026997804059703
1,2,5,0,2,1000,ANN,2,15.0,Adam,0.2466666666666667,0.7533333333333333,0.7796310832025117,0.7533333333333333,0.7473942924764462
1,2,5,0,2,1000,ANN,2,15.0,RMSprop,0.23333333333333328,0.7666666666666667,0.7674273489035479,0.7666666666666667,0.7665006226650062
1,2,5,0,2,10000,LogisticRegression,logit,,,0.20066666666666666,0.7993333333333333,0.7993673946902403,0.7993333333333333,0.7993276253191202
1,2,5,0,2,10000,LogisticRegression,probit,,,0.20066666666666666,0.7993333333333333,0.7993673946902403,0.7993333333333333,0.7993276253191202
1,2,5,0,2,10000,DecisionTree,entropy,0.05,0.1,0.2793333333333333,0.7206666666666667,0.7206807902372417,0.7206666666666667,0.7206621972618229
1,2,5,0,2,10000,DecisionTree,entropy,0.05,0.2,0.2793333333333333,0.7206666666666667,0.7206807902372417,0.7206666666666667,0.7206621972618229
1,2,5,0,2,10000,DecisionTree,entropy,0.1,0.1,0.2493333333333333,0.7506666666666667,0.7506684491978609,0.7506666666666667,0.7506662234066195
1,2,5,0,2,10000,DecisionTree,entropy,0.1,0.2,0.2493333333333333,0.7506666666666667,0.7506684491978609,0.7506666666666667,0.7506662234066195
