Iteration,Classes_Dep_Var,Num_Ind_Vars,Num_Categorical_Vars,Classes_Ind_Vars,Sample_Size,Model,Hyperparameter_1,Hyperparameter_2,Hyperparameter_3,Misclassification,Accuracy,Precision,Recall,F1_Score
1,2,3,1,2,100,DecisionTree,entropy,0.1,0.1,0.33333333333333337,0.6666666666666666,0.6984126984126984,0.6666666666666666,0.6527777777777779
1,2,3,1,2,100,DecisionTree,entropy,0.1,0.2,0.33333333333333337,0.6666666666666666,0.6984126984126984,0.6666666666666666,0.6527777777777779
1,2,3,1,2,100,DecisionTree,gini,0.05,0.1,0.23333333333333328,0.7666666666666667,0.8,0.7666666666666667,0.7599999999999999
1,2,3,1,2,100,DecisionTree,gini,0.05,0.2,0.23333333333333328,0.7666666666666667,0.8,0.7666666666666667,0.7599999999999999
1,2,3,1,2,100,DecisionTree,gini,0.1,0.1,0.23333333333333328,0.7666666666666667,0.8,0.7666666666666667,0.7599999999999999
1,2,3,1,2,100,DecisionTree,gini,0.1,0.2,0.23333333333333328,0.7666666666666667,0.8,0.7666666666666667,0.7599999999999999
1,2,3,1,2,100,DecisionTree,f_test,0.05,0.1,0.23333333333333328,0.7666666666666667,0.7678571428571428,0.7666666666666667,0.7664071190211346
1,2,3,1,2,100,DecisionTree,f_test,0.05,0.2,0.23333333333333328,0.7666666666666667,0.7678571428571428,0.7666666666666667,0.7664071190211346
1,2,3,1,2,100,DecisionTree,f_test,0.1,0.1,0.23333333333333328,0.7666666666666667,0.7678571428571428,0.7666666666666667,0.7664071190211346
1,2,3,1,2,100,DecisionTree,f_test,0.1,0.2,0.23333333333333328,0.7666666666666667,0.7678571428571428,0.7666666666666667,0.7664071190211346
1,2,3,1,2,100,RandomForest,entropy,0.05,0.1,0.43333333333333335,0.5666666666666667,0.5694444444444445,0.5666666666666667,0.5622895622895623
1,2,3,1,2,100,RandomForest,entropy,0.05,0.2,0.43333333333333335,0.5666666666666667,0.575,0.5666666666666667,0.5542857142857142
1,2,3,1,2,100,RandomForest,entropy,0.1,0.1,0.3666666666666667,0.6333333333333333,0.638888888888889,0.6333333333333333,0.6296296296296297
1,2,3,1,2,100,RandomForest,entropy,0.1,0.2,0.43333333333333335,0.5666666666666667,0.5852272727272727,0.5666666666666667,0.5417156286721504
1,2,3,1,2,100,RandomForest,gini,0.05,0.1,0.33333333333333337,0.6666666666666666,0.6794258373205742,0.6666666666666666,0.6606334841628959
1,2,3,1,2,100,RandomForest,gini,0.05,0.2,0.5666666666666667,0.43333333333333335,0.425,0.43333333333333335,0.4171428571428571
1,2,3,1,2,100,RandomForest,gini,0.1,0.1,0.4,0.6,0.6,0.6,0.6
1,2,3,1,2,100,RandomForest,gini,0.1,0.2,0.3666666666666667,0.6333333333333333,0.638888888888889,0.6333333333333333,0.6296296296296297
1,2,3,1,2,100,RandomForest,f_test,0.05,0.1,0.30000000000000004,0.7,0.7556818181818182,0.7,0.6827262044653349
1,2,3,1,2,100,RandomForest,f_test,0.05,0.2,0.19999999999999996,0.8,0.8229665071770335,0.8,0.7963800904977376
1,2,3,1,2,100,RandomForest,f_test,0.1,0.1,0.5,0.5,0.25,0.5,0.3333333333333333
1,2,3,1,2,100,RandomForest,f_test,0.1,0.2,0.5,0.5,0.25,0.5,0.3333333333333333
1,2,3,1,2,100,ANN,1,3.0,SGD,0.5,0.5,0.25,0.5,0.3333333333333333
1,2,3,1,2,100,ANN,1,3.0,Adam,0.16666666666666663,0.8333333333333334,0.8348214285714285,0.8333333333333334,0.8331479421579533
1,2,3,1,2,100,ANN,1,3.0,RMSprop,0.16666666666666663,0.8333333333333334,0.8348214285714285,0.8333333333333334,0.8331479421579533
1,2,3,1,2,100,ANN,1,15.0,SGD,0.1333333333333333,0.8666666666666667,0.8733031674208145,0.8666666666666667,0.8660714285714285
1,2,3,1,2,100,ANN,1,15.0,Adam,0.16666666666666663,0.8333333333333334,0.8348214285714285,0.8333333333333334,0.8331479421579533
1,2,3,1,2,100,ANN,1,15.0,RMSprop,0.23333333333333328,0.7666666666666667,0.7777777777777779,0.7666666666666667,0.7643097643097643
1,2,3,1,2,100,ANN,2,3.0,SGD,0.5,0.5,0.25,0.5,0.3333333333333333
1,2,3,1,2,100,ANN,2,3.0,Adam,0.23333333333333328,0.7666666666666667,0.7678571428571428,0.7666666666666667,0.7664071190211346
1,2,3,1,2,100,ANN,2,3.0,RMSprop,0.16666666666666663,0.8333333333333334,0.8348214285714285,0.8333333333333334,0.8331479421579533
1,2,3,1,2,100,ANN,2,15.0,SGD,0.1333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667
1,2,3,1,2,100,ANN,2,15.0,Adam,0.19999999999999996,0.8,0.8054298642533937,0.8,0.7991071428571428
1,2,3,1,2,100,ANN,2,15.0,RMSprop,0.5,0.5,0.25,0.5,0.3333333333333333
1,2,3,1,2,500,LogisticRegression,logit,,,0.17333333333333334,0.8266666666666667,0.8275985024068462,0.8266666666666667,0.8265433196940046
1,2,3,1,2,500,LogisticRegression,probit,,,0.17333333333333334,0.8266666666666667,0.8275985024068462,0.8266666666666667,0.8265433196940046
1,2,3,1,2,500,DecisionTree,entropy,0.05,0.1,0.23333333333333328,0.7666666666666667,0.7670940170940171,0.7666666666666667,0.7665732959850606
1,2,3,1,2,500,DecisionTree,entropy,0.05,0.2,0.23333333333333328,0.7666666666666667,0.7670940170940171,0.7666666666666667,0.7665732959850606
1,2,3,1,2,500,DecisionTree,entropy,0.1,0.1,0.24,0.76,0.76,0.76,0.76
1,2,3,1,2,500,DecisionTree,entropy,0.1,0.2,0.24,0.76,0.76,0.76,0.76
1,2,3,1,2,500,DecisionTree,gini,0.05,0.1,0.2466666666666667,0.7533333333333333,0.7544642857142857,0.7533333333333333,0.7530589543937708
1,2,3,1,2,500,DecisionTree,gini,0.05,0.2,0.2466666666666667,0.7533333333333333,0.7544642857142857,0.7533333333333333,0.7530589543937708
1,2,3,1,2,500,DecisionTree,gini,0.1,0.1,0.2466666666666667,0.7533333333333333,0.7544642857142857,0.7533333333333333,0.7530589543937708
1,2,3,1,2,500,DecisionTree,gini,0.1,0.2,0.2466666666666667,0.7533333333333333,0.7544642857142857,0.7533333333333333,0.7530589543937708
